date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
10-02-2020 0.30,DundalksNews,,1,1,2,After 4th count 1. Munster -Elected 1st count 2. OMurchu - Elected 1st count 3. Nash +8 (6926) 4. O'Dowd +6 (6752) 5. Fitzpatrick +31 (6734) 6. Dearey +27 (6290) 6. Breathnach +17 (5975 7. McGahon +6 (4549) 8. Byrne +11 (4198) #GE20 #GE2020,,,#GE20 #GE2020,1226664720628890000.00,https://twitter.com/DundalksNews/status/1226664720628899841
10-02-2020 0.28,KarlDiskin,brian_foley,1,11,36,"Let the fate of Shane Ross be a parable for the incoming Minister for Transport - less donkey-smiling and coat tail-riding, more research-backed, targeted, effective & sustainable public and active transport investment. #GE2020 #GeneralElection2020 #GE20 ",,,#GE2020 #GeneralElection2020 #GE20,1226664195351030000.00,https://twitter.com/KarlDiskin/status/1226664195351031809
10-02-2020 0.26,DundalksNews,,0,0,0,"After the 4th count and distribution of Albert Byrnes votes, the order remains the same #GE20 #GE2020 #Louth",,,#GE20 #GE2020 #Louth,1226663767175520000.00,https://twitter.com/DundalksNews/status/1226663767175520257
10-02-2020 0.24,bmariaam,,0,0,2,We will miss Shane Ross when Katie Taylor wins next. 😂 #GE2020 #GE20202 #GE20,,,#GE2020 #GE20202 #GE20,1226663286386670000.00,https://twitter.com/bmariaam/status/1226663286386675714
10-02-2020 0.18,PadraigPiarais,,2,1,1,Based on the below it looks like a FF/SF coalition most likely. FF/FG coalition almost impossible given neither want to enterain C&S much less coalition. #GE2020 #GE20 Seats as projected by UCD: Fianna Fáil 45 Sinn Féin 37 Fine Gael 36 Greens 10 Labour 6 S/PBP 5 SD 5 Ind/other 16,,,#GE2020 #GE20,1226661752701580000.00,https://twitter.com/PadraigPiarais/status/1226661752701583360
10-02-2020 0.17,DundalksNews,,0,0,0,#Louth Albert Byrne's 273 votes are currently being distributed #GE20 #GE2020,,,#Louth #GE20 #GE2020,1226661534581040000.00,https://twitter.com/DundalksNews/status/1226661534581043200
10-02-2020 0.16,DundalksNews,,0,0,0,After 3rd count 1. Munster -Elected 1st count 2. OMurchu - Elected 1st count 3. Nash +29 (6918) 4. O'Dowd +9 (6746) 5. Fitzpatrick +188 (6703) 6. Dearey +150 (6263) 6. Breathnach +39 (5958) 7. McGahon +28 (4544) 8. Byrne +8 (4187) #GE20 #GE2020,,,#GE20 #GE2020,1226661146461190000.00,https://twitter.com/DundalksNews/status/1226661146461196290
10-02-2020 0.16,westmeathindo,,0,0,1,Second count results here: #GE2020 #ge20 #ldwh https://www.westmeathindependent.ie/news/roundup/articles/2020/02/08/4185474-live-updates-longfordwestmeath-election-count/,,,#GE2020 #ge20 #ldwh,1226661143093100000.00,https://twitter.com/westmeathindo/status/1226661143093108736
10-02-2020 0.13,shannonsidenews,,0,0,1,And that’s it from us here in #SligoLeitrim. We’ll be back tomorrow morning from 9am! Although there is still some tidying up to do for these unfortunates #SSGE20 #GE20 #GE2020 ,,,#SligoLeitrim #SSGE20 #GE20 #GE2020,1226660444154350000.00,https://twitter.com/shannonsidenews/status/1226660444154351620
10-02-2020 0.11,shannonsidenews,,0,0,0,How things look after the second count in #SligoLeitrim #SSGE20 #GE20 #GE2020 ,,,#SligoLeitrim #SSGE20 #GE20 #GE2020,1226659955119390000.00,https://twitter.com/shannonsidenews/status/1226659955119394818
10-02-2020 0.06,MimDonovan,,0,0,1,As Miriam Lord has said: Mary Lou McDid-It! #GE2020 #GE20,,,#GE2020 #GE20,1226658598136240000.00,https://twitter.com/MimDonovan/status/1226658598136242176
09-02-2020 23.59,LaobhaoiseNihE,,3,0,1,SF+Greens+Inds FF+SF FF+SF+Inds FF+Greens+SF Whichever way it'll go I sincerely hope @sinnfeinireland @fiannafailparty &amp; the @greenparty_ie will put a big focus on Rural #Ireland. #GE2020 #GE20 #Election2020 #Elections2020,,#NAME?,#Ireland #GE2020 #GE20 #Election2020 #Elections2020,1226656992384640000.00,https://twitter.com/LaobhaoiseNihE/status/1226656992384647169
09-02-2020 23.59,DollyWh72057454,,0,0,5,Fine Gael’s new TD Jennifer Carroll-MacNeill is very impressive. Glad she got elected. @CarrollJennifer @FineGael #GE2020 #GE20 #Election2020,,#NAME?,#GE2020 #GE20 #Election2020,1226656964685500000.00,https://twitter.com/DollyWh72057454/status/1226656964685504514
09-02-2020 23.56,shannonsidenews,,0,1,0,"After the second count, independents Oisin O’Dwyer and Mary O’Donnell are eliminated #SligoLeitrim #SSGE20 #GE20 #GE2020 ",,,#SligoLeitrim #SSGE20 #GE20 #GE2020,1226656112679820000.00,https://twitter.com/shannonsidenews/status/1226656112679825410
09-02-2020 23.52,FintanMusicIRL,,1,0,3,Like who the actual fuck is voting for Fine Gael and Fianna Fail? #GE2020 #GeneralElection #GeneralElection2020 #GE20 ,,,#GE2020 #GeneralElection #GeneralElection2020 #GE20,1226655215375540000.00,https://twitter.com/FintanMusicIRL/status/1226655215375540224
09-02-2020 23.52,Chantel77427953,,0,0,0,@ReginaDo glad you lost your seat your a cunt #GE20 #GE2020,,#NAME?,#GE20 #GE2020,1226655115261560000.00,https://twitter.com/Chantel77427953/status/1226655115261566976
09-02-2020 23.44,Ocionnaith,,0,0,2,"Good job politicians always learn their lesson and that the 2020 version of 2016 was a much tamer affair, right? *crickets* ... Ri... Right? 😲 #GE2020 #GE20",,,#GE2020 #GE20,1226653096987810000.00,https://twitter.com/Ocionnaith/status/1226653096987811840
09-02-2020 23.43,shannonsidenews,,0,1,2,"A satisfied nod from #PBP Gino O’Boyle; in the second count, he’s picked up over 600 votes #SligoLeitrim #SSGE20 #GE20 #GE2020",,,#PBP #SligoLeitrim #SSGE20 #GE20 #GE2020,1226652885938760000.00,https://twitter.com/shannonsidenews/status/1226652885938769920
09-02-2020 23.43,Tcurran0,,0,0,1,Awesome to see John Bowman back on #RTE tonight... #GeneralElection2020 #GE20 #GE2020,,,#RTE #GeneralElection2020 #GE20 #GE2020,1226652791046840000.00,https://twitter.com/Tcurran0/status/1226652791046840320
09-02-2020 23.37,shannonsidenews,,0,0,1,"When asked to call the other three seats, he says #independent Marian Harkin will get one, and #Finegael #and #FiannaFail will share take the other two, though he refuses to be drawn in which politician from either party will take the seats #SSGE20 #GE20 #GE2020 #SligoLeitrim",,,#independent #Finegael #and #FiannaFail #SSGE20 #GE20 #GE2020 #SligoLeitrim,1226651291499310000.00,https://twitter.com/shannonsidenews/status/1226651291499319296
09-02-2020 23.35,Ocionnaith,,2,1,15,"As the first day of #GE2020 #GE20 counts starts coming to a close, I took a quick trip down memory lane to 4yrs ago. (Well, okay, I randomly found the @irishexaminer election 2016 supplement). Some interesting contrasts with today. @McConnellDaniel @Elaine_Loughlin @Junomaco",,#NAME?,#GE2020 #GE20,1226650949701260000.00,https://twitter.com/Ocionnaith/status/1226650949701263360
09-02-2020 23.35,shannonsidenews,,1,0,1,Outgoing #FineGael TD Tony McLoughlin says FG are in ‘very difficult situation’ but there is no chance they will enter into negotiations with #SinnFein. Also says he was never tempted to come back into politics and was previously asked to reconsider. #SligoLeitrim #GE20 #GE2020 ,,,#FineGael #SinnFein #SligoLeitrim #GE20 #GE2020,1226650942650690000.00,https://twitter.com/shannonsidenews/status/1226650942650699776
09-02-2020 23.34,SeanJHayes,MaryLouMcDonald,0,0,1,Time for some change in this country. Congratulations @MaryLouMcDonald &amp; @sinnfeinireland! #GeneralElection2020 #GE20 #GE2020 #ChangeIreland #ChangeInIreland #ChangeIsComing #ThePeopleHaveSpoken,,#NAME?,#GeneralElection2020 #GE20 #GE2020 #ChangeIreland #ChangeInIreland #ChangeIsComing #ThePeopleHaveSpoken,1226650712525890000.00,https://twitter.com/SeanJHayes/status/1226650712525897728
09-02-2020 23.29,Elaine_Smith123,,0,0,2,Final seats sealed for Cork South Central by @MichealMartinTD @simoncoveney &amp; Micheal McGrath. Live with @NewstalkFM #GE20 #GE2020 #cork,,#NAME?,#GE20 #GE2020 #cork,1226649340699110000.00,https://twitter.com/Elaine_Smith123/status/1226649340699119619
09-02-2020 23.28,Tcurran0,RTEcorkSTHCENT,0,0,1,Its count 8...you haven't reached the quota and yet you celebrate like this??!!! Morto... #Ge20 #Ge2020 ,,,#Ge20 #Ge2020,1226649183765040000.00,https://twitter.com/Tcurran0/status/1226649183765041153
09-02-2020 23.23,1paulmcel,1paulmcel,0,0,2,2/2 who will by and large always vote for the right. FYI I was always right wing but after Troika and FG being no different to FF I said I'll give the left 5 years to try something diffetent. I'm glad I wasn't alone! @sinnfeinireland @fiannafailparty @FineGael #GE2020 #GE20,,#NAME?,#GE2020 #GE20,1226647885502170000.00,https://twitter.com/1paulmcel/status/1226647885502173184
09-02-2020 23.22,Eithne_OBrien,,0,0,0,Regina Doherty has been eliminated in Meath East with the Greens taking fourth place. Last count expected at midnight which should see Helen Mc Entee FG and Thomas Byrne FF elected #ge20 #ge2020,,,#ge20 #ge2020,1226647580068790000.00,https://twitter.com/Eithne_OBrien/status/1226647580068794368
09-02-2020 23.18,Paul71,,0,3,34,Congratulations to Peadar Tóibín. You did it!! Delighted! @Toibin1 #GE2020 #GE20 #MeathWest,,#NAME?,#GE2020 #GE20 #MeathWest,1226646682990990000.00,https://twitter.com/Paul71/status/1226646682990993409
09-02-2020 23.15,PanelPowerIrl,sjmlynch,0,0,1,Scarlet for Aunt Sally😳 #FG #ReginaDoNothing #GE20🇮🇪 #GE2020 ,,,#FG #ReginaDoNothing #GE20 #GE2020,1226645814497460000.00,https://twitter.com/PanelPowerIrl/status/1226645814497464320
09-02-2020 23.13,politics_eu,,0,0,0,Ireland national parliament election: 60/160 seats filled: SF-LEFT: 29 FF-RE: 9 FG-EPP: 9 Greens-G/EFA: 4 Labour-S&D: 0 SD-S&D: 1 S-PBP-LEFT: 2 AONTU-*: 1 IND-*: 5 Others-*: 0 #GE2020 #Ireland #GeneralElection2020 #GE20,,,#GE2020 #Ireland #GeneralElection2020 #GE20,1226645332081200000.00,https://twitter.com/politics_eu/status/1226645332081201154
09-02-2020 23.09,TomReil59067234,seanfromcavan,0,0,1,Damo as great bouncebackability #DamienEnglish #ThePocketRocket #MeathWest #Meath #rtept #GE2020 #ge20 #FineGael,,,#DamienEnglish #ThePocketRocket #MeathWest #Meath #rtept #GE2020 #ge20 #FineGael,1226644416946890000.00,https://twitter.com/TomReil59067234/status/1226644416946896899
09-02-2020 23.09,FintanMusicIRL,,0,0,1,Congratulations @mattcarthy! #GE2020 #UpTheParish #MonaghanForSam #GeneralElection #GE20 ,,#NAME?,#GE2020 #UpTheParish #MonaghanForSam #GeneralElection #GE20,1226644414094870000.00,https://twitter.com/FintanMusicIRL/status/1226644414094872577
09-02-2020 23.08,28aOriol,MaryLouMcDonald,0,0,7,Congrats @sinnfeinireland and @MaryLouMcDonald🇮🇪 Sinn Féin won the election - highest popular vote Ireland #GE2020 Irlanda #GE20 #LoDeJunqueras,,#NAME?,#GE2020 #GE20 #LoDeJunqueras,1226644181679880000.00,https://twitter.com/28aOriol/status/1226644181679886337
09-02-2020 23.04,Ocionnaith,cfoxcavan,0,1,0,All kinds of politic domino effect moments from #GE2020 #GE20. 👇 ,,,#GE2020 #GE20,1226643173289740000.00,https://twitter.com/Ocionnaith/status/1226643173289742337
09-02-2020 22.59,BrianFlanagan1,,0,0,0,@fiannafailpartyHere's a graphic from RTE. #GE2020 #GE20 ,,,#GE2020 #GE20,1226641764246790000.00,https://twitter.com/BrianFlanagan1/status/1226641764246794246
09-02-2020 22.54,shannonsidenews,,0,1,0,"Turnout slightly down in #SligoLeitrim. In 2016, 65% of the electorate turned out to vote. This time round, it was 63% #SSGE20 #GE20 #GE2020",,,#SligoLeitrim #SSGE20 #GE20 #GE2020,1226640601673760000.00,https://twitter.com/shannonsidenews/status/1226640601673760771
09-02-2020 22.54,ConKennedy,etienneshrdlu,0,0,3,"Diversity in gender, age and ethnicity can be seen in Jack’s supporters. I have it on good authority they all contributed money to in Communion Fund that bankrolled his first campaign #DublinWest #GE20 #GE2020 cc @taraannosaur",,#NAME?,#DublinWest #GE20 #GE2020,1226640564092880000.00,https://twitter.com/ConKennedy/status/1226640564092882944
09-02-2020 22.54,coleyduggs,,1,20,39,Oh hey @LeoVaradkar #GE2020 #GE20 #Autism #GeneralElection2020,,#NAME?,#GE2020 #GE20 #Autism #GeneralElection2020,1226640460455790000.00,https://twitter.com/coleyduggs/status/1226640460455796737
09-02-2020 22.53,KangtheIrishOne,,0,0,1,Bye Bye Regina #GE2020 #GE20,,,#GE2020 #GE20,1226640216926170000.00,https://twitter.com/KangtheIrishOne/status/1226640216926171138
09-02-2020 22.51,TomReil59067234,KaceyORiordan,0,2,3,#ReginaDoherty leaving the count centre in #Meath #GE2020 #ge20 #Meath #tonightvmtv #rtept,,,#ReginaDoherty #Meath #GE2020 #ge20 #Meath #tonightvmtv #rtept,1226639734367240000.00,https://twitter.com/TomReil59067234/status/1226639734367248386
09-02-2020 22.50,djstevemcgrath,MaryLouMcDonald,0,0,5,"Honestly didn't think I'd see it in my lifetime. Congratulations @MaryLouMcDonald &amp; @sinnfeinireland from your newest, paid up member as of right now! #GE2020 #GE20 ",,#NAME?,#GE2020 #GE20,1226639635830520000.00,https://twitter.com/djstevemcgrath/status/1226639635830525952
09-02-2020 22.49,BrianFlanagan1,,1,0,0,"In terms of share of the national vote, the largest party in Ireland is....... ........ @sinnfeinireland..... with over 2% ahead of second place @fiannafailparty. #GE2020 #GE20 #TonightVMTV",,#NAME?,#GE2020 #GE20 #TonightVMTV,1226639408687870000.00,https://twitter.com/BrianFlanagan1/status/1226639408687874049
09-02-2020 22.48,PanelPowerIrl,,1,2,3,Ex-minister for social destruction Regina Doherty #FG loses her seat.🤣 #GE20🇮🇪 #GE2020,,,#FG #GE20 #GE2020,1226639136322390000.00,https://twitter.com/PanelPowerIrl/status/1226639136322392064
09-02-2020 22.48,RTEmeathEAST,,0,5,40,Greens now coming 4th in Meath East. They’ll be very happy with their performance here today. We’re now heading for 7th count. #GE20 #ge2020,,,#GE20 #ge2020,1226638994768870000.00,https://twitter.com/RTEmeathEAST/status/1226638994768875520
09-02-2020 22.45,KangtheIrishOne,VirginMediaNews,0,0,2,I’m taking my ball and going home. #GE2020 #GE20,,,#GE2020 #GE20,1226638153030750000.00,https://twitter.com/KangtheIrishOne/status/1226638153030754306
09-02-2020 22.44,TomReil59067234,98FM,0,0,2,F**k #GE2020 #tonightvmtv #ge20,,,#GE2020 #tonightvmtv #ge20,1226638045178400000.00,https://twitter.com/TomReil59067234/status/1226638045178400768
09-02-2020 22.43,shannonsidenews,,0,3,7,The moment #SinnFein’s Martin Kenny was elected in #SligoLeitrim #SSGE20 #GE20 #GE2020 ,,,#SinnFein #SligoLeitrim #SSGE20 #GE20 #GE2020,1226637674905300000.00,https://twitter.com/shannonsidenews/status/1226637674905309185
09-02-2020 22.40,seanp023,,0,0,6,I love this story. Despite what many will have you believe (especially here on Twitter) it IS possible to have different political views and get along! Good luck to you both! #GE20 #GE2020 #IrishGeneralElection #CorkSouthWest,,,#GE20 #GE2020 #IrishGeneralElection #CorkSouthWest,1226637038113480000.00,https://twitter.com/seanp023/status/1226637038113480704
09-02-2020 22.37,_FeachNews,,1,1,7,Jack Chambers celebrates his re-election to the Dáil. #GE2020 #GE20 ,,,#GE2020 #GE20,1226636308778560000.00,https://twitter.com/_FeachNews/status/1226636308778569731
09-02-2020 22.34,Brendo91,,1,0,2,Such a youthful bunch 🙄 #GE20 #GE2020 #GeneralElection2020 #DublinWest #Election2020,,,#GE20 #GE2020 #GeneralElection2020 #DublinWest #Election2020,1226635632149130000.00,https://twitter.com/Brendo91/status/1226635632149135360
09-02-2020 22.32,PanelPowerIrl,Niall_Boylan,0,0,2,I believe Leo Varadkar worshipped the Satanic devil Moloch when he found out he got elected on the *checks abacus* 5th count.🤦🏻‍♂️ #GE20🇮🇪 #GE2020 ,,,#GE20 #GE2020,1226635043218620000.00,https://twitter.com/PanelPowerIrl/status/1226635043218624513
09-02-2020 22.32,crascred,,0,0,0,FF may very well talk to SF in much the same way as Dick Spring talked to John Bruton in 92 #GE20 #GE2020,,,#GE20 #GE2020,1226634913144810000.00,https://twitter.com/crascred/status/1226634913144811521
09-02-2020 22.29,Hanelizaa,,1,0,0,".@RuthCoppingerTD has lost her seat in Dublin West. Interesting but given the candidates running, it was always going to be a battle. Long time councillor @rodericogorman has secured his spot #GE20 #GE2020",,#NAME?,#GE20 #GE2020,1226634148800020000.00,https://twitter.com/Hanelizaa/status/1226634148800028672
09-02-2020 22.25,Diarmuid_9,,0,1,7,"When speaking to me afterwards, he said he is very mindful of what is means to be a republican and he wants to honour that legacy #SinnFein #GE20 #GE2020",,,#SinnFein #GE20 #GE2020,1226633365165660000.00,https://twitter.com/Diarmuid_9/status/1226633365165662209
09-02-2020 22.25,TheHumanOnion,,0,1,0,After how many counts do we start to bring goal difference into it? Or does it get decided on which candidate got the most 12 points totals? #GE20 #GE2020 ,,,#GE20 #GE2020,1226633283573860000.00,https://twitter.com/TheHumanOnion/status/1226633283573862400
09-02-2020 22.24,Diarmuid_9,,1,3,11,"It’s now official, Martin Kenny has been elected on the first count #SinnFein #SligoLeitrim #GE2020 #GE20 ",,,#SinnFein #SligoLeitrim #GE2020 #GE20,1226632915976690000.00,https://twitter.com/Diarmuid_9/status/1226632915976695808
09-02-2020 22.17,shannonsidenews,,0,0,2,"#independent Marian Harkin joins us; she’s still well in the running on 6,972 first preference votes #SligoLeitrim #SSGE20 #GE20 #GE2020 ",,,#independent #SligoLeitrim #SSGE20 #GE20 #GE2020,1226631176665910000.00,https://twitter.com/shannonsidenews/status/1226631176665915393
