date,username,to,replies,retweets,text,mentions,hashtags,permalink
21-02-2020 9.25,declancarty,,0,0, @richardbrutontd @craclabucc @danieltmurray @irishtimes @irishindependent @irishexaminer Well Minister Bruton - looks like the UK are willing to stand up to the Coal lobby - pity you cannot House coal and wet wood to be phased out by 2023 to cut pollution , @RichardbrutonTD  @CRAClabUCC  @DanielTMurray  @IrishTimes  @irishexaminer,,https://twitter.com/declancarty/status/1230785601131208704
21-02-2020 7.38,Alan45075546,peggyisainm,0,0," Also it was FF Mary Harney that outsourced the smear tests not FG! It was the lack of investment and controls by FF that led to the tragic loss of life that will be a stain on our history books forever! FF Ireland in the boom did not protect mothers, childen and families! ",,,https://twitter.com/Alan45075546/status/1230758728393060352
21-02-2020 7.35,Alan45075546,peggyisainm,0,0," Look at my tweets this is the first time I have never voted for FG due to Leo as accidental leader, health & housing. Have no issue of Collins IRA. Have an issue with the IRA that SF protect and cover up the innocent victims deaths! SF finance policies are not the answer! ",,,https://twitter.com/Alan45075546/status/1230757970922749952
20-02-2020 23.54,peggyisainm,Alan45075546,2,0," Sorry to hear you lost family and friends. How many homeless died this winter under FG, the smear results, how many died from the cover up. Yes the IRA are responsible for deaths, but if it wasn’t for the old IRA we would be still under British rule. ",,,https://twitter.com/peggyisainm/status/1230642020324081664
20-02-2020 20.45,DarrenHayes_,BOGallachoir,0,0, Very interesting. Who are Lightfield Limited? ,,,https://twitter.com/DarrenHayes_/status/1230594310820765697
20-02-2020 20.39,owen_farrell,,0,0, It’s about time that @FineGael made @RichardbrutonTD leader. It’ll be 20 years too late but time enough , @FineGael  @RichardbrutonTD,,https://twitter.com/owen_farrell/status/1230592809620643843
20-02-2020 19.51,grahamelliott71,BOGallachoir,0,0, Guessing we need several new pumped storage sites and more interconnectors to GB & France to utilise (if all are constructed)? ,,,https://twitter.com/grahamelliott71/status/1230580777559248896
20-02-2020 14.11,FintanDamer,SeanCoughlan_,1,0," Have a good look at my tweets over the Last year. Lots of deniers in the forestry industry too. I apply the exact same critique to them. Open your eyes, embrace the facts and become part of the solution rather than the problem. At least you'd have one up on the forestry industry ",,,https://twitter.com/FintanDamer/status/1230495141657481217
20-02-2020 14.03,SeanCoughlan_,FintanDamer,1,0," You my friend are the one in denial, you've been found out and haven't the courage or shame to admit it. It's a pity that you don't apply the same the same critique to forestry as you do to dairying, you might find theres a greater correlation with the water quality map ",,,https://twitter.com/SeanCoughlan_/status/1230493177892786176
20-02-2020 13.35,FintanDamer,SeanCoughlan_,1,0," I'm on the verge of feeling sorry for you now. so rather than continueing with this endless denial debate, I think I'll leave you in your blinkered vision 'black is white' world. I hope it works out for you. ",,,https://twitter.com/FintanDamer/status/1230486066265808896
20-02-2020 13.24,TheDoc68325800,OireachtasNews,0,0, Talks about talks. 🎻😅 ,,,https://twitter.com/TheDoc68325800/status/1230483485929988096
20-02-2020 13.24,CleantechPod,BOGallachoir,0,0, Thanks for sharing Brian. Lots of Investment ongoing into development of offshore in Ireland ,,,https://twitter.com/CleantechPod/status/1230483462928334848
20-02-2020 13.14,IonaLogan4,jasonhickel,0,2," No to ANYTHING to do with fracking. And that includes, listen @FineGael @LeoVaradkar and @RichardbrutonTD, importing it. @MariaWalshEU @NHNAireland @SaveKerry @FrackFreeClare @climatecaseire @XRLimerick @ClimateCiaran @frackfree_eu @love_leitrim @GraceOSllvn @BrianLeddin ", @FineGael  @LeoVaradkar  @RichardbrutonTD  @MariaWalshEU  @NHNAireland  @SaveKerry  @FrackFreeClare  @climatecaseire  @XRLimerick  @ClimateCiaran  @frackfree_eu  @love_leitrim  @GraceOSllvn  @BrianLeddin,,https://twitter.com/IonaLogan4/status/1230480826594418688
20-02-2020 13.13,SeanCoughlan_,rayofoghlu,1,0, If you go back along this thread dairy farming has been implicated as the sole cause of declining water quality by people who seem to be acting on their own bias and haven't even bothered to verify their claims and in other cases created false information to prop up lies ,,,https://twitter.com/SeanCoughlan_/status/1230480575129149442
20-02-2020 12.59,SeanCoughlan_,FintanDamer,0,0," If you really mean that why haven't you retracted this fictional, slanderous and totally misleading tweet #fakenews #hypocrite ",,#fakenews #hypocrite,https://twitter.com/SeanCoughlan_/status/1230477030891966464
20-02-2020 12.50,rayofoghlu,SeanCoughlan_,1,0," Sean, I'm from Cork so I empathise with the insularity but there is a whole world outside Cork. Not sure why you would be denying that there is a major water quality issue and agriculture is the number one driver. its not a subject of debate. ",,,https://twitter.com/rayofoghlu/status/1230474696619122691
20-02-2020 12.48,FintanDamer,SeanCoughlan_,1,0, I hope not either. Thats just intolerable and I wouldn't stand for it or engage with it in any form. I hope your of the same belief? ,,,https://twitter.com/FintanDamer/status/1230474345748795392
20-02-2020 12.44,SeanCoughlan_,FintanDamer,1,0," I hope this ""better way"" doesn't include cyber bullying and an inability to admit wrong doing against decent people ",,,https://twitter.com/SeanCoughlan_/status/1230473383239962629
20-02-2020 12.22,FintanDamer,SeanCoughlan_,1,0," Your a tuff audience but the facts wont convince everyone, Climate deniers, flat worlders etc. All we can do is keep trying in the hope that eventually a critical mass of people will eventually take on board the realities and seek alternatives because there's always a better way. ",,,https://twitter.com/FintanDamer/status/1230467759231918080
20-02-2020 12.13,SeanCoughlan_,FintanDamer,1,0," https://twitter.com/FintanDamer/status/1214844564395249664?s=19 so you're distancing yourself from this tweet? We've just proven your facts are made up, do you have any credibility left? ",,,https://twitter.com/SeanCoughlan_/status/1230465491166257152
20-02-2020 12.05,FintanDamer,SeanCoughlan_,1,0, I can only speak for myself but your arguing with the facts not me. I hope you can learn to appreciate that any some point. ,,,https://twitter.com/FintanDamer/status/1230463488600006656
20-02-2020 11.59,SeanCoughlan_,FintanDamer,1,0," Thanks for your empathy 🙄 I know and highly respect the views of RFI members and adopt similar methods at times. My gripe is that you and others think it's ok to make wild allegations which slander dairy farmers without any evidence, please apologise ",,,https://twitter.com/SeanCoughlan_/status/1230462042513039360
20-02-2020 11.30,FintanDamer,SeanCoughlan_,1,0," I feel your pain and I can appreciate the pressure that farmers are under but ignoring the problem won't make it go way. Try out Regenerative farming Ireland. Its might ease the pain and who knows, you may even learn to appreciate the alternative ways forward. ",,,https://twitter.com/FintanDamer/status/1230454799440793600
20-02-2020 11.17,SeanCoughlan_,FintanDamer,1,0, Can I suggest you do you homework and cease casting unfounded accusations against honest hardworking people. Do the decent thing and retract your tweet ,,,https://twitter.com/SeanCoughlan_/status/1230451383385624576
20-02-2020 11.08,FintanDamer,SeanCoughlan_,0,0," That's all very fine but the stats regarding water quality are still declining even in cork. It's not just dairy but beef & even pigs. All that slurry ends up back on the land(inJan/feb)which you surely must admit, given the soil conditions floods & relentless rain, is a disaster ",,,https://twitter.com/FintanDamer/status/1230449131551961088
20-02-2020 10.57,SeanCoughlan_,FintanDamer,1,0, What I'm saying is that county Cork also home to 25%of the dairy cows in Ireland so if you're original statement that dairy farming is responsible for water quality decline is true why has Cork got the third best water quality in the country? ,,,https://twitter.com/SeanCoughlan_/status/1230446413001175040
20-02-2020 10.33,edel_leahy,BrentGoose1,0,0, @anbordpleanala @RichardbrutonTD I’m also interested to know why the precautionary principle has not been followed for St Anne’s Park. Please let us know! #SaveStAnnes #ILoveStAnnes #nowheretoplay @ilovestannes , @anbordpleanala  @RichardbrutonTD  @ilovestannes,#SaveStAnnes #ILoveStAnnes #nowheretoplay,https://twitter.com/edel_leahy/status/1230440356925394945
20-02-2020 10.32,FintanDamer,SeanCoughlan_,1,0," Can I make the suggestion to you that you consider joining the Regerarive farming Ireland Facebook page. Its a growing group of almost 1000 mostly farmer but also growers, horts. scientists etc. who have accepted the errors of conventional farming & are exploring before ways. ",,,https://twitter.com/FintanDamer/status/1230440050778877957
20-02-2020 10.26,FintanDamer,SeanCoughlan_,1,0, So what your saying is its ok to have just 45 rivers out of 241 with a 'High' status. Thats dreadful. Its the best of a really bad lot.What's so wrong with 100% high quality? You should also look at this historically. That super result from cork is a historical decline. ,,,https://twitter.com/FintanDamer/status/1230438553953370113
20-02-2020 10.16,FintanDamer,SeanCoughlan_,0,0," I referenced the graph in the original tweet but you probably didmissed it. Read the two short paragraphs on p7; ""river quality decline & loss of high quality rivers"" of the EPA report. Here is a graph for some visual perspective. This is the reality of conventional farming. ",,,https://twitter.com/FintanDamer/status/1230436121299030016
20-02-2020 10.09,loc8code,loc8code,0,0, @AlexWhiteSC @DenisNaughten @RichardbrutonTD @1Hildegarde You are all complicit in this! , @AlexWhiteSC  @DenisNaughten  @RichardbrutonTD  @1Hildegarde,,https://twitter.com/loc8code/status/1230434382814629889
20-02-2020 9.40,SeanCoughlan_,FintanDamer,4,0, Ok it seems like you are unable to provide a credible source for your Micky mouse graph. I'm glad you're familiar with EPA reports check out page 31 please and find Co Cork how would you rate it compared with the rest of the country? https://www.epa.ie/pubs/reports/water/waterqua/Water%20Quality%20in%20Ireland%202013-2018%20(web).pdf ,,,https://twitter.com/SeanCoughlan_/status/1230426987317071872
20-02-2020 8.55,FintanDamer,SeanCoughlan_,1,0," They are not aspirational, they are depressing. Your better of doing your own research into water quality Water quality in Ireland & certainly more inclined to believe it than me. Copious depressing water quality reports on EPA website, just to point you in the right direction. ",,,https://twitter.com/FintanDamer/status/1230415767851630592
20-02-2020 8.35,Alan45075546,PolecatPat2,0,0, Is there full employment? Are we out of the IMF bailout? Did people over borrow to buy homes and drive prices up in the 90’s & naughtys - hindsight is great but you cannot stop a world wide crash? ,,,https://twitter.com/Alan45075546/status/1230410591304589312
20-02-2020 8.32,SeanCoughlan_,FintanDamer,1,0, Can you provide the direct link to the graph you have provided which conflicts with the central statistics office figures? Either that or cease casting aspersions ,,,https://twitter.com/SeanCoughlan_/status/1230409964520443904
20-02-2020 8.31,PolecatPat2,Alan45075546,1,0, FG have got us out of issues??? ... u are seriously deluded and FF didn’t crash the economy Jesus pal ....wise up ,,,https://twitter.com/PolecatPat2/status/1230409675490971649
20-02-2020 8.28,Alan45075546,HaiseSpirits,1,0, I have lost family and friends due to the IRA bombing innocent people! That will never be forgotten. SF current and past members know who these people are and protect them! Two weeks in and elected TD’s are already showing SF true colors of hate etc! Disgusting ,,,https://twitter.com/Alan45075546/status/1230408979634905094
20-02-2020 8.25,Alan45075546,PolecatPat2,1,0," Nobody was complaining in the boom about FF! Then world wide banking crash thanks to sub prime lending. FG have have generated full employment again, got us out of IMF but have fallen short on housing and health but you need money for both of those issues! ",,,https://twitter.com/Alan45075546/status/1230408169849004032
20-02-2020 8.23,Alan45075546,ItzMeIrishUnity,0,0, And you have proven my point exactly without making an effort 🤣 ,,,https://twitter.com/Alan45075546/status/1230407534168682496
20-02-2020 8.08,FintanDamer,SeanCoughlan_,1,0, It is a proper source. I can't force you to believe it. The EPA reports can confirm the deterioration in water quality since the 1980's with a clear upward trajectory since 2015. Denial will not solve the problem. ,,,https://twitter.com/FintanDamer/status/1230403845982957568
20-02-2020 7.21,SeanCoughlan_,FintanDamer,1,0, Can you provide a proper source for your information please? Here's a link to the CSO data which differs from the proof you're providing https://www.cso.ie/en/releasesandpublications/ep/p-eii/eii19/landuse/ ,,,https://twitter.com/SeanCoughlan_/status/1230392048861294594
20-02-2020 4.53,HaiseSpirits,HaiseSpirits,1,0, Did too and the Irish government cooperated with the UK in various ways fully knowing this during the troubles. Nobody comes out of that with clean hands tbh. ,,,https://twitter.com/HaiseSpirits/status/1230354741353426944
20-02-2020 4.52,HaiseSpirits,HaiseSpirits,1,0," —mess it’s only natural something rise up in opposition. Also how about we stick to the present and the comments made. Not talk about an organisation that’s been disbanded for 22 years. Hate or love SF, shouting ‘but they supported terrorists’ is a bit naive considering the UK— ",,,https://twitter.com/HaiseSpirits/status/1230354494724214784
20-02-2020 4.49,HaiseSpirits,Alan45075546,1,0, While I definitely don’t agree with a lot of what the PIRA did what did you expect to happen when Britain had state sponsored death squads massacring people in the North in the 60s. Two rights definitely don’t make a wrong but given the British backed loyalists started that— ,,,https://twitter.com/HaiseSpirits/status/1230353871467401216
20-02-2020 0.23,FintanDamer,SeanCoughlan_,0,0, Now maybe you could show me your data which indicates how the efficiencies have risen by 65% without any additional organic or artificial fertilizer ,,,https://twitter.com/FintanDamer/status/1230286702025084930
19-02-2020 23.53,SeanCoughlan_,FintanDamer,2,0, Can you show me the data on which you have based your statement on please ,,,https://twitter.com/SeanCoughlan_/status/1230279164634312704
19-02-2020 23.45,PolecatPat2,Alan45075546,1,0, Remind me of the excellent policies that FF/FG have implemented ? ....this old nugget of SF finance policy is horseshit...give Pearse the brief and watch him tear all you assholes apart ,,,https://twitter.com/PolecatPat2/status/1230277139368464392
19-02-2020 22.36,ItzMeIrishUnity,Alan45075546,1,0, Up the RA !!! ,,,https://twitter.com/ItzMeIrishUnity/status/1230259917728206848
